SKU,Description,Style/Color,Vendor,Vendor Description,OnHand Qty,OnHand Curr Cost,OnHand Value,OnHand Weeks,MTD Qty,MTD Sales,MTD Markdowns,MTD MD Pct,MTD Profit,MTD GP Pct,MTD Turns,MTD ROI Pct,MTD Sell Thru,Age_FirstRec,Age_LastRec,Comment
LMF7012ASSTBK  ,BoxeLargSpanKALIY V ,SPAN/NEGR ,KORU,KORUS SALES,78,54.28,"4,233.84",1.1,31,"3,026.61","4,790.66",158.3,"1,356.50",44.8,4,327,28.4,813,6,
D9721BK        ,VestFirZipM34KLAXO V,POLY/FLOR ,KLAX,KLAXONS,2,328.19,656.38,0.2,4,"2,666.08","1,142.60",42.9,"1,353.32",50.8,13.7,1414,66.7,51,18,
LP91895MITP    ,PantForCiRePdeHAVE U,ALGD/TAUP ,MUST,MUST HAVE,3,238.12,714.36,0.2,6,"2,772.00","1,188.00",42.9,"1,343.28",48.5,12,1128,66.7,143,42,
84359MT        ,BlumFlorPolyBIJOU V ,POLY/FLOR ,KORU,KORUS SALES,7,38.45,269.15,0.2,20,"2,104.48","1,721.52",81.8,"1,335.48",63.5,14.1,2452,74.1,50,25,
D5660J2TLHU    ,VestCarFlorSmDRESS V,POLY/FLOR ,DRES,DRESS CODE,2,334.16,668.32,0.2,4,"2,666.08","1,142.60",42.9,"1,329.44",49.9,12,1194,66.7,51,25,
68034RYBK      ,BlusCtRayMlAMBIA V  ,ALGD/RAYA ,AMBI,AMBIANCE,21,74.81,"1,571.01",0.5,17,"2,599.12","1,022.56",39.3,"1,328.79",51.1,6.9,723,44.7,148,8,
SH2008KH       ,BlumFajaNyloSUPER V ,NYLO/KAKI ,KORU,KORUS SALES,14,108.55,"1,519.70",0.4,15,"2,956.84","2,586.71",87.5,"1,328.59",44.9,8.2,668,51.7,143,25,
IP8432BK       ,JeanCiTuPdeIRIS V   ,ALGD/1P2B ,IRIS,IRIS,2,233.77,467.54,0.1,7,"2,961.35","1,269.10",42.9,"1,324.96",44.7,15.3,1237,77.8,74,25,
4092615SNV     ,PantCiRePdeBECOO U  ,POLY/AZUL ,BECO,BE COOL,12,251.35,"3,016.20",0.9,6,"2,830.44","1,213.02",42.9,"1,322.34",46.7,4.8,421,33.3,147,24,
321381BKWH     ,BlusCtCasSmAMBIA V  ,RAYO/RAYA ,AMBI,AMBIANCE,6,109.5,657,0.2,14,"2,854.40","1,102.14",38.6,"1,321.40",46.3,12.9,1114,70,47,25,
TA8460IV       ,BlusCvCasMmMINE V   ,POLY/IVOR ,MINE,MINE EDGE,10,150.4,"1,504.00",0.5,9,"2,668.75",970.4,36.4,"1,315.15",49.3,7.4,724,47.4,73,39,
SK35BE         ,TobiUsfNyloANGEL V  ,NYLO/BEIG ,KORU,KORUS SALES,28,10.18,285.04,0.2,66,"1,983.81",254.25,12.8,"1,314.07",66.2,12.9,2533,70.2,1216,25,
EQ2899YLBN     ,BlusCvCasSmEVENT V  ,POLY/ARAB ,EVEN,EVENT,14,197.92,"2,770.88",0.8,8,"2,897.36","1,241.76",42.9,"1,314.00",45.4,5.3,443,36.4,73,14,
HT3733DBL      ,VestCacCcaMcCHOCO U ,JEAN/AZUL ,CHOC,CHOCOLATE,8,343.95,"2,751.60",0.7,5,"3,028.25","1,297.85",42.9,"1,308.50",43.2,5.7,435,38.5,146,15,
D5713LCNV      ,VestCarClSmDRESS V  ,POLY/AZUL ,DRES,DRESS CODE,15,325.98,"4,889.70",2.1,3,"2,285.21",571.3,25,"1,307.27",57.2,2.2,292,16.7,76,25,
FSW125MZ       ,BlusClCasM34DIVA V  ,RAYO/MOST ,DIVA,DIVA USA,3,187.02,561.06,0.2,8,"2,796.09",995.19,35.6,"1,299.93",46.5,13.7,1192,72.7,73,25,
SW485BIV       ,SuetCvBotMlCIELO U  ,VISC/IVOR ,CIEL,CIELO,4,158.74,634.96,0.2,9,"2,726.08",991.28,36.4,"1,297.42",47.6,13.5,1226,69.2,148,22,
PT2965BK       ,BlusCrCasZiCtPAPER V,POLY/NEGR ,XPAM,PAPERMOON,53,188.63,"9,997.39",2.8,8,"2,800.00","1,200.00",42.9,"1,290.96",46.1,1.7,144,13.1,64,3,
T4639BK        ,BlazCv1BotMlKLAXO V ,POLY/NEGR ,KLAX,KLAXONS,27,208.85,"5,638.95",1.9,6,"2,538.30","1,087.80",42.9,"1,285.20",50.6,2.4,246,18.2,51,13,
TA7189BG       ,BlusClCasMmMINE V   ,POLY/VINO ,MINE,MINE EDGE,12,202.71,"2,432.52",0.7,7,"2,690.41",931.32,34.6,"1,271.44",47.3,5.4,486,36.8,147,6,
2221SCBK       ,BraziEncaPolySPREE U,POLY/NEGR ,KORU,KORUS SALES,48,52.91,"2,539.68",1.6,13,"1,948.00","1,669.38",85.7,"1,260.17",64.7,2.9,524,21.3,143,7,
HP2407         ,JeanCiTuPdeJCNJQ V  ,ALGD/PREL ,JCNJ,JCNJQ,15,293.88,"4,408.20",1.1,6,"3,013.02","1,291.32",42.9,"1,249.74",41.5,4,284,28.6,74,25,
SJ1486CRM      ,BlusClCasM34MINE V  ,POLY/CREM ,MINE,MINE EDGE,14,206.11,"2,885.54",1,6,"2,483.46",620.88,25,"1,246.80",50.2,4.2,427,30,52,34,
61793BK        ,CardCvCasMlAMBIA V  ,ALGD/NEGR ,AMBI,AMBIANCE,0,153.62,0,0,9,"2,625.62","1,248.25",47.5,"1,243.04",47.3,24,2158,100,73,25,
T1453ASSTNVWH  ,BlusClCasM34ACTIV V ,RAYO/RAYA ,ACTI,ACTIVE USA,2,176.4,352.8,0.1,8,"2,653.92","1,137.36",42.9,"1,242.72",46.8,16,1409,80,52,25,
GT932NV        ,BlusClEncaMmCESTT V ,POLY/AZUL ,CEST,C EST TOI,38,171.15,"6,503.70",1.8,9,"2,784.74","1,323.94",47.5,"1,242.14",44.6,2.5,205,19.1,149,12,
B5010          ,JeanCaAcaPdeCESTT U ,ALGD/PREV ,CEST,C EST TOI,9,360.31,"3,242.79",1,4,"2,682.17",778.71,29,"1,240.93",46.3,4.4,376,30.8,148,27,
6086RD         ,BlusClCasMlYABES V  ,POLY/ROJO ,YABE,YABES,17,244.24,"4,152.08",1.5,5,"2,461.75",777.4,31.6,"1,240.55",50.4,3.1,313,22.7,51,34,
0099MST        ,PantCaTuPdeCIELO U  ,ALGD/1P1B ,CIEL,CIELO,7,185.2,"1,296.40",0.4,7,"2,535.19","1,086.54",42.9,"1,238.79",48.9,8,764,50,148,52,
D342661NV      ,PantCiReBroPdeDAZZ U,POLY/AZUL ,DAZZ,DAZZ,8,297.65,"2,381.20",0.7,5,"2,723.90","1,167.40",42.9,"1,235.65",45.4,5.7,474,38.5,147,9,
B4657          ,JeanCaTuPanCESTT U  ,ALGD/2P2B ,CEST,C EST TOI,1,344.24,344.24,0.1,6,"3,268.68","1,400.88",42.9,"1,234.84",37.8,18,1093,85.7,422,25,
6417P1RD       ,CardUsfPolyFRESH V  ,POLY/ROJO ,FIND,FIND ME,16,298.52,"4,776.32",1.4,5,"2,723.90","1,167.40",42.9,"1,231.30",45.2,3.2,268,23.8,52,15,
20078WWH       ,BraziUsfPolyALWAY U ,POLY/BLANC,KORU,KORUS SALES,45,92.6,"4,167.00",4.8,4,"1,596.52",0,0,"1,226.12",76.8,1,338,8.2,143,43,
J1166LA        ,BlazCvUsfMlIJOAH V  ,POLY/LADR ,IJOA,I JOAH,1,360.67,360.67,0.1,5,"3,028.25","1,297.85",42.9,"1,224.90",40.4,17.1,1164,83.3,72,48,
J1166BK        ,BlazCvCasMlJOAH V   ,POLY/NEGR ,IJOA,I JOAH,21,360.67,"7,574.07",1.8,5,"3,027.50","1,297.50",42.9,"1,224.15",40.4,2.6,173,19.2,793,38,
IT6399WH       ,BlusClCasUsfSmIRIS V,RAYO/BLAN ,IRIS,IRIS,16,153.62,"2,457.92",0.8,9,"2,602.17","1,115.19",42.9,"1,219.59",46.9,5.3,465,36,74,7,
J2053RYBK      ,ChaqCxBotMlIJOAH V  ,POLY/RAYA ,IJOA,I JOAH,39,323.37,"12,611.43",4.2,4,"2,509.13",951.75,37.9,"1,215.65",48.4,1.2,110,9.3,64,9,
B1615BKBECL    ,BlusClCasSmSKYPL V  ,POLY/DISE ,SKYP,SKY PLUS,13,233.77,"3,039.01",0.8,7,"2,840.48","1,389.97",48.9,"1,204.09",42.4,5.1,375,35,72,19,
BE3762LBL      ,VestCcaCorSmPAPER U ,JEAN/PREL ,XPAM,PAPERMOON,15,304.26,"4,563.90",1.3,5,"2,723.90","1,167.40",42.9,"1,202.60",44.1,3.4,271,25,147,34,
J1285BK        ,BlazCvBotM3/4ACTIV V,POLY/NEGR ,ACTI,ACTIVE USA,30,236.85,"7,105.50",2.6,5,"2,419.55","1,036.95",42.9,"1,201.55",49.7,1.8,182,14.3,75,6,
J1469BK        ,BlazCvBotM3/4ACTIV V,RAYO/NEGR ,ACTI,ACTIVE USA,1,212.56,212.56,0.1,6,"2,465.22","1,056.54",42.9,"1,189.86",48.3,18,1679,85.7,75,39,
GJ261BK        ,BlazCvUsfM34CESTT V ,POLY/NEGR ,CEST,C EST TOI,3,177.73,533.19,0.2,7,"2,431.72","1,190.01",48.9,"1,187.61",48.8,12.9,1234,70,74,25,
TA8782OL       ,ChaqChUsfM34MINE V  ,ALGD/OLIV ,MINE,MINE EDGE,34,307.64,"10,459.76",2.9,5,"2,723.90","1,167.40",42.9,"1,186.60",43.6,1.6,125,12.8,73,3,
CY9202BL       ,JumpLargAlgdCHIQL V ,ALGD/PREL ,CHIQ,CHIQLE,115,515.62,"59,296.30",16.4,3,"2,730.00","1,170.00",42.9,"1,183.14",43.3,0.3,24,2.5,52,8,
2007BE         ,BlusClcaUsfCtCHOIC V,SPAN/BEIG ,CHOI,CHOICE,204,66.79,"13,625.16",4,22,"2,679.23","1,051.31",39.2,"1,181.34",44.1,1.2,97,9.7,2373,4,
HD5369BK       ,VestForFjaMmCHOCO V ,POLY/NEGR ,CHOC,CHOCOLATE,3,298.52,895.56,0.4,3,"2,076.52",519.14,25,"1,180.96",56.9,8,1055,50,52,43,
HJ8090KH       ,BlazCxZipNylCHOCO V ,NYLO/KAKI ,CHOC,CHOCOLATE,3,373.15,"1,119.45",0.3,4,"2,666.08","1,142.60",42.9,"1,173.48",44,9.6,755,57.1,53,44,
TA8751TL       ,BlusClCasSmMINE V   ,POLY/TEAL ,MINE,MINE EDGE,0,202.91,0,0,8,"2,793.89","1,345.23",48.1,"1,170.61",41.9,24,1731,100,73,25,
T4643BK        ,BlusClCasSmKLAXO V  ,POLY/NEGR ,KLAX,KLAXONS,90,232.72,"20,944.80",4.3,9,"3,263.47","2,175.68",66.7,"1,168.99",35.8,1.1,64,9.1,51,3,
D5668BKWH      ,VestForClMlDRESS V  ,RAYO/GEOM ,DRES,DRESS CODE,7,302.7,"2,118.90",1,3,"2,076.52",519.14,25,"1,168.42",56.3,4.2,545,30,76,42,
2230RPRSV      ,BraziEncaPolySPREE U,POLY/NEGR ,KORU,KORUS SALES,14,66.14,925.96,1,6,"1,565.23",313.01,20,"1,168.39",74.6,4.2,1247,30,143,25,
T4581KH        ,BlusCvCasM3/4KLAXO V,POLY/KAKI ,KLAX,KLAXONS,11,232.72,"2,559.92",0.9,5,"2,328.25",997.85,42.9,"1,164.65",50,4.4,445,31.3,51,36,
CSD520BKWH     ,VestCacClSmCLARAS V ,POLY/CUAD ,CLAR,Clara Story,0,461.35,0,0,3,"2,547.39","1,091.73",42.9,"1,163.34",45.7,24,2017,100,51,42,
LTC177CRM      ,BlusClCasM34DIVA V  ,NYLO/CREM ,DIVA,DIVA USA,10,160.3,"1,603.00",0.5,9,"2,602.17","1,115.19",42.9,"1,159.47",44.6,7.4,599,47.4,73,40,
WJ758NV        ,BlusCcaBotMlCESTT V ,ALGD/AZUL ,CEST,C EST TOI,8,257.81,"2,062.48",0.5,7,"2,961.35","1,269.10",42.9,"1,157.82",39.1,7.3,469,46.7,422,46,
GP2100BK       ,PantCiTuPdeJCNJQ U  ,ALGD/NEGR ,JCNJ,JCNJQ,17,238.12,"4,048.04",1.5,5,"2,332.59",819.56,35.1,"1,141.99",49,3,288,22.7,148,45,
T4639BWN       ,BlazCv1BotMlKLAXO V ,POLY/WINE ,KLAX,KLAXONS,27,232.72,"6,283.44",1.9,6,"2,538.30","1,087.80",42.9,"1,141.98",45,2.4,196,18.2,51,9,
TA8666BKYLRD   ,BlusClCasSmMINE V   ,POLY/FLOR ,MINE,MINE EDGE,4,177.05,708.2,0.2,8,"2,556.48","1,095.68",42.9,"1,140.08",44.6,12,966,66.7,106,35,
J1367GYWH      ,SuetGorRayMlSUGAR U ,ALGD/RAYA ,ACTI,ACTIVE USA,5,191.82,959.1,0.1,17,"4,397.90","4,397.73",100,"1,136.96",25.9,15.1,527,77.3,148,8,
C5449BN        ,CardCasUsfSmCHOCO V ,POLY/CAFE ,CHOC,CHOCOLATE,13,187.02,"2,431.26",0.9,6,"2,250.00",750,33.3,"1,127.88",50.1,4.5,452,31.6,75,39,
D9751FUPKBK    ,VestCarFjaMmKARAG U ,POLY/FLOR ,KARA,KARA GIRL,5,324.15,"1,620.75",0.5,4,"2,422.60","1,038.28",42.9,"1,126.00",46.5,6.9,595,44.4,147,52,
TA8743OFWH     ,BlusClCasMlMINE V   ,POLY/BLAN ,MINE,MINE EDGE,8,202.71,"1,621.68",0.4,8,"2,742.14","1,396.98",50.9,"1,120.46",40.9,8,553,50,73,40,
LP91895MIBK    ,PantForCiRePdeHAVE U,ALGD/NEGR ,MUST,MUST HAVE,7,238.12,"1,666.84",0.6,5,"2,310.00",990,42.9,"1,119.40",48.5,6.3,594,41.7,143,25,
DV1099NVWH     ,ChaqCvDiseM34DVDN V ,POLY/PUNT ,DVDN,DV DN CLOTHI,5,276.22,"1,381.10",0.4,6,"2,765.20","1,382.60",50,"1,117.50",40.4,9.1,614,54.5,146,24,
318944BG       ,BlusCvCasMcAMBIA V  ,RAYO/VINO ,AMBI,AMBIANCE,10,139.65,"1,396.50",0.5,9,"2,370.04",721.28,30.4,"1,113.19",47,7.4,660,47.4,47,13,
B4725          ,JeanCaTuPanCESTT V  ,ALGD/2P1Z ,CEST,C EST TOI,3,162.83,488.49,0.2,7,"2,236.92",958.72,42.9,"1,110.14",49.6,12.9,1273,70,148,29,
T1580OFWH      ,BlusCvCasM34ACTIV V ,RAYO/BLAN ,ACTI,ACTIVE USA,11,162.83,"1,791.13",0.6,8,"2,410.40","1,033.04",42.9,"1,107.76",46,6.4,544,42.1,52,19,
D9695BGIV      ,VestForClFaMmKLAXO V,POLY/FLOR ,KLAX,KLAXONS,1,323.56,323.56,0.1,3,"2,076.52",519.14,25,"1,105.84",53.3,14.4,1641,75,64,25,
2230RPWH       ,BraziEncaPolySPREE U,POLY/BLAN ,KORU,KORUS SALES,19,66.14,"1,256.66",1.2,7,"1,565.26",626.02,40,"1,102.28",70.4,3.7,889,26.9,143,25,
GJ015RDWH      ,BlazCvBotM34CESTT V ,POLY/RAYA ,CEST,C EST TOI,2,236.97,473.94,0.1,6,"2,521.72","1,260.86",50,"1,099.90",43.6,14.4,1114,75,74,25,
TA8687BK       ,BlusClCasSmMINE V   ,POLY/NEGR ,MINE,MINE EDGE,12,176.55,"2,118.60",0.6,8,"2,510.84","1,141.32",45.5,"1,098.44",43.7,6,467,40,73,7,
HT4324RD       ,BlusClFieMlCHOCO V  ,POLY/ROJO ,CHOC,CHOCOLATE,3,264.6,793.8,0.3,5,"2,419.55","1,036.95",42.9,"1,096.55",45.3,10.9,904,62.5,52,35,
TA8837BE       ,BlusClCasM34MINE V  ,POLY/BEIG ,MINE,MINE EDGE,6,178.26,"1,069.56",0.3,9,"2,693.44","1,415.24",52.5,"1,089.10",40.4,10.3,698,60,64,39,
J1468WH        ,BlazCv1BotMlACTIV V ,RAYO/BLAN ,ACTI,ACTIVE USA,10,248.14,"2,481.40",0.9,5,"2,328.25",997.85,42.9,"1,087.55",46.7,4.8,421,33.3,95,49,
T1453ASSTBGWH  ,BlusClCasM34ACTIV V ,RAYO/RAYA ,ACTI,ACTIVE USA,2,176.4,352.8,0.1,7,"2,322.18",995.19,42.9,"1,087.38",46.8,15.3,1345,77.8,52,25,
D9354BKBE      ,VestCarZipClKLAXO V ,POLY/FLOR ,KLAX,KLAXONS,6,366.73,"2,200.38",0.9,3,"2,182.17",935.22,42.9,"1,081.98",49.6,5.1,506,33.3,446,47,
D9354TLBE      ,VestCarZipClKLAXO V ,POLY/TEAL ,KLAX,KLAXONS,2,366.73,733.46,0.3,3,"2,182.17",935.22,42.9,"1,081.98",49.6,10.3,1012,60,75,25,
S9770BEBKGN    ,FaldForPanFjoKARAG V,POLY/FRAN ,KARA,KARA GIRL,2,268.62,537.24,0.2,5,"2,419.55","1,036.95",42.9,"1,076.45",44.5,13.3,1069,71.4,106,25,
T4632KH        ,BlusClCasM3/4KLAXO V,POLY/KAKI ,KLAX,KLAXONS,3,208.85,626.55,0.2,7,"2,535.19","1,086.54",42.9,"1,073.24",42.3,12.9,949,70,51,22,
T4639WN        ,BlazCv1BotMlKLAXO V ,POLY/WINE ,KLAX,KLAXONS,27,208.85,"5,638.95",2.3,5,"2,115.25",906.5,42.9,"1,071.00",50.6,2,209,15.6,51,3,
D9777BKCL      ,VestForFjaSmKARAG V ,POLY/FLOR ,KARA,KARA GIRL,12,338.7,"4,064.40",1.3,4,"2,422.60","1,038.28",42.9,"1,067.80",44.1,3.4,270,25,106,72,
D9783RDBLBK    ,VestForFjaMmKARAG V ,POLY/FLOR ,KARA,KARA GIRL,7,338.7,"2,370.90",0.8,4,"2,422.60","1,038.28",42.9,"1,067.80",44.1,5.3,420,36.4,106,25,
D9823RD        ,VestForClFaMmKARAG V,RAYO/ROJO ,KARA,KARA GIRL,1,372.55,372.55,0.1,3,"2,182.17",935.22,42.9,"1,064.52",48.8,14.4,1372,75,76,47,
6585PRYBK      ,BlusClCasPolyFRESH V,POLY/ROYA ,FIND,FIND ME,11,257.81,"2,835.91",1.2,4,"2,089.13",606.51,29,"1,057.89",50.6,3.7,379,26.7,52,6,
8934BCRM       ,VestCarClMmKLAXO U  ,ALGD/CREM ,KLAX,KLAXONS,0,436.55,0,0,3,"2,364.78","1,013.49",42.9,"1,055.13",44.6,24,1934,100,146,57,
D9728BRY       ,VestCarClMmKLAXO V  ,NYLO/AZUL ,KLAX,KLAXONS,1,375.93,375.93,0.1,3,"2,182.17",935.22,42.9,"1,054.38",48.3,14.4,1346,75,51,25,
91067MT        ,BlusCvCasMlCATWA U  ,ALGD/ZIGZ ,CATW,CATWALK,3,277.8,833.4,0.3,4,"2,179.12",933.92,42.9,"1,049.02",48.1,9.5,882,57.1,279,25,
HT3733BL       ,VestCacCcaMcCHOCO U ,JEAN/AZUL ,CHOC,CHOCOLATE,5,343.95,"1,719.75",0.5,4,"2,422.60","1,038.28",42.9,"1,046.80",43.2,6.9,522,44.4,146,25,
6086BKY        ,BlusClCasMlYABES V  ,POLY/NEGR ,YABE,YABES,15,244.24,"3,663.60",1.3,5,"2,267.40",971.75,42.9,"1,046.20",46.1,3.4,294,25,51,22,
HJ3101DKRN     ,VestCacClBrMlJCNJQ U,JEAN/AZUL ,JCNJ,JCNJQ,3,343.95,"1,031.85",0.4,3,"2,076.52",519.14,25,"1,044.67",50.3,8,810,50,148,47,
318944NV       ,BlusCvCasMcAMBIA V  ,RAYO/AZUL ,AMBI,AMBIANCE,12,139.65,"1,675.80",0.5,10,"2,438.74",996.06,40.8,"1,042.24",42.7,7.1,527,45.5,47,10,
DV1099BKWH     ,ChaqCvDiseM34DVDN V ,POLY/PUNT ,DVDN,DV DN CLOTHI,7,276.22,"1,933.54",0.6,5,"2,419.55","1,036.95",42.9,"1,038.45",42.9,6.3,475,41.7,64,43,
0077KA         ,PantCaRecPdeCIELO U ,ALGD/1P1B ,CIEL,CIELO,7,370.4,"2,592.80",0.3,9,"4,371.66","1,873.53",42.9,"1,038.06",23.7,9.4,292,56.3,1694,25,
T4581BKH       ,BlusClCasM3/4KLAXO V,POLY/FLOR ,KLAX,KLAXONS,2,256.59,513.18,0.2,4,"2,062.17",598.71,29,"1,035.81",50.2,12,1211,66.7,51,25,
D9644BKHU      ,VestForCvmMKARAG U  ,POLY/TRIA ,KARA,KARA GIRL,7,382.55,"2,677.85",1,3,"2,182.17",935.22,42.9,"1,034.52",47.4,4.2,382,30,211,50,
67914BK        ,AbriCvBotMlAMBIA V  ,POLY/NEGR ,AMBI,AMBIANCE,10,347.31,"3,473.10",1.1,4,"2,422.60","1,038.28",42.9,"1,033.36",42.7,4,298,28.6,73,44,
T4417NVBN      ,BlazCv1BotM34KLAXO V,POLY/RAYA ,KLAX,KLAXONS,0,227.03,0,0,4,"1,935.64",829.56,42.9,"1,027.52",53.1,24,2716,100,75,25,
HD5108BKWH     ,VestCarClSmCHOCO V  ,POLY/RAYA ,CHOC,CHOCOLATE,0,325.66,0,0,3,"1,999.56",856.95,42.9,"1,024.20",51.2,24,2525,100,436,48,
HD5321BKND     ,VestCarFlorCHOCO V  ,POLY/FLOR ,CHOC,CHOCOLATE,0,325.66,0,0,3,"1,999.56",856.95,42.9,"1,022.58",51.1,18,1884,100,52,9,
D5441BKWH      ,VestCarClMmDRESS U  ,POLY/PELO ,DRES,DRESS CODE,0,289.42,0,0,4,"2,179.12",933.92,42.9,"1,021.44",46.9,24,2118,100,146,54,
2007NV         ,BlusClcaUsfCtCHOIC V,SPAN/AZUL ,CHOI,CHOICE,52,66.79,"3,473.08",1.2,18,"2,255.12",796.96,35.3,"1,016.59",45.1,3.5,287,25.7,1534,44,
D9849OTTBG     ,VestForCvM34KARAG V ,POLY/VINO ,KARA,KARA GIRL,53,341.21,"18,084.13",5.7,4,"2,380.43","1,428.25",60,"1,015.59",42.7,0.9,65,7,64,41,
JAC01BL        ,BlusCcaCasMlPAPAR U ,JEAN/PREL ,CLAS,CLASSIC BLUE,20,291.03,"5,820.60",2.1,4,"2,179.12",933.92,42.9,"1,015.00",46.6,2.2,190,16.7,147,9,
GD941BK        ,VestCarClZpSmCESTT V,POLY/NEGR ,CEST,C EST TOI,7,230.39,"1,612.73",0.8,4,"1,935.64",829.56,42.9,"1,014.08",52.4,5.3,587,36.4,74,19,
HJ8079NV       ,BlazCvUsfMlCHOCO V  ,POLY/AZUL ,CHOC,CHOCOLATE,13,273.84,"3,559.92",1.9,3,"1,826.09",456.52,25,"1,004.57",55,2.5,304,18.8,75,4,
JA1419BK       ,BlusClCollSmMINE V  ,POLY/NEGR ,MINE,MINE EDGE,2,176.55,353.1,0.1,7,"2,236.92",958.72,42.9,"1,001.07",44.8,15.3,1237,77.8,73,39,
TA8704BK       ,BlusClCasMcMINE V   ,POLY/NEGR ,MINE,MINE EDGE,92,130.91,"12,043.72",6.6,6,"1,807.80",774.78,42.9,996.82,55.1,0.8,94,6.1,147,6,
JT164CRM       ,BlusClCasMlCESTT V  ,POLY/CREM ,CEST,C EST TOI,5,184.31,921.55,0.4,6,"2,100.00",900,42.9,994.14,47.3,9,809,54.5,74,25,
D9748WN        ,VestCarFjaMmKARAG U ,POLY/WINE ,KARA,KARA GIRL,8,335.72,"2,685.76",1.1,3,"1,999.56",856.95,42.9,992.4,49.6,3.8,373,27.3,147,25,
D9749YLWHBK    ,VestCarFjaPolKARAG U,POLY/FLOR ,KARA,KARA GIRL,4,335.72,"1,342.88",0.6,3,"1,999.56",856.95,42.9,992.4,49.6,6.5,645,42.9,147,74,
BT6569WN       ,BlusClCasMcPAPER V  ,POLY/VINO ,XPAM,PAPERMOON,21,158.84,"3,335.64",0.5,17,"3,690.03","1,764.76",47.8,989.75,26.8,6.9,253,44.7,64,15,
TA8837BG       ,BlusClCasM34MINE V  ,POLY/VINO ,MINE,MINE EDGE,6,178.26,"1,069.56",0.4,7,"2,236.92",958.72,42.9,989.1,44.2,8.8,701,53.8,64,38,
6417P1BK       ,CardUsfPolyFRESH V  ,POLY/NEGR ,FIND,FIND ME,30,298.52,"8,955.60",3.2,4,"2,179.12",933.92,42.9,985.04,45.2,1.5,124,11.8,52,15,
6417P1NV       ,CardUsfPolyFRESH V  ,POLY/AZUL ,FIND,FIND ME,8,298.52,"2,388.16",0.9,4,"2,179.12",933.92,42.9,985.04,45.2,4.8,396,33.3,52,12,
1001MRD        ,FaldMiniPdeUsfMOA V ,SPAN/ROJO ,MOAC,MOA COLLECTI,7,117.66,823.62,0.4,8,"1,923.91",684.81,35.6,982.63,51.1,8.7,911,53.3,1215,9,
J1166NV        ,BlazCvCasMlIJOAH V  ,POLY/AZUL ,IJOA,I JOAH,30,360.67,"10,820.10",3.2,4,"2,422.60","1,038.28",42.9,981.2,40.5,1.5,102,11.8,146,15,
HP9080KH       ,PantCaTuPdeCHOCO V  ,RAYO/1PCB ,CHOC,CHOCOLATE,0,227.09,0,0,5,"2,115.25",906.5,42.9,979.8,46.3,24,2071,100,75,25,
D9849OTTBK     ,VestForCvM34KARAG V ,POLY/NEGR ,KARA,KARA GIRL,63,341.21,"21,496.23",9,3,"1,999.56",856.95,42.9,975.93,48.8,0.6,53,4.5,64,14,
TA8206BK       ,BlusClCasMmMINE V   ,POLY/NEGR ,MINE,MINE EDGE,4,124.37,497.48,0.2,9,"2,095.26",996.06,47.5,975.93,46.6,12.7,1108,69.2,73,25,
DNP173BK       ,PantCaTuPdeTIMIN U  ,ALGD/NEGR ,TIMI,THE TIMING ,3,231.5,694.5,0.3,5,"2,131.31",673.04,31.6,973.81,45.7,10.9,918,62.5,143,18,
T1580RY        ,BlusCvCasM34ACTIV V ,RAYO/ROYA ,ACTI,ACTIVE USA,3,162.83,488.49,0.2,7,"2,109.10",903.91,42.9,969.29,46,12.9,1099,70,52,34,
TA7189BK       ,BlusClCasMmMINE V   ,POLY/NEGR ,MINE,MINE EDGE,37,202.71,"7,500.27",2.6,6,"2,173.02",931.32,42.9,959.09,44.1,1.8,142,14,525,6,
RT9020NVWH     ,BlusCvCasM34ZENAN U ,RAYO/RAYA ,ZENA,ZENANA,5,138.9,694.5,0.3,8,"2,069.60",886.96,42.9,958.4,46.3,10.7,920,61.5,143,40,
D9709BEPK      ,VestCarFjaSmKARAG U ,NYLO/BEIG ,KARA,KARA GIRL,1,347.3,347.3,0.1,3,"1,999.56",856.95,42.9,957.66,47.9,14.4,1324,75,147,50,
T4643RD        ,BlusClCasSmKLAXO V  ,POLY/ROJO ,KLAX,KLAXONS,82,232.72,"19,083.04",7,5,"2,115.25",906.5,42.9,951.65,45,0.7,58,5.7,51,15,
SHAWLSL        ,ChaleEscNyloSIMPL V ,NYLO/SILV ,SIMP,SIMPLY,212,54.28,"11,507.36",11.4,8,"1,384.76",319.56,23.1,950.52,68.6,0.4,97,3.6,51,8,
HMT50095RDBK   ,BlusClCasUsfSmIRIS V,POLY/ROJO ,IRIS,IRIS,19,140.26,"2,664.94",1,8,"2,069.60",886.96,42.9,947.52,45.8,4.2,352,29.6,74,34,
D9684WN        ,VestClFjaSmKARAG U  ,POLY/WINE ,KARA,KARA GIRL,4,335.72,"1,342.88",0.9,2,"1,618.69",285.65,17.6,947.25,58.5,4.8,677,33.3,147,25,
HJ8023BG       ,BlazCvUsfM34CHOCO V ,POLY/AZUL ,CHOC,CHOCOLATE,24,233.77,"5,610.48",2.1,5,"2,115.25",906.5,42.9,946.4,44.7,2.3,183,17.2,75,7,
SW340WHNVRD    ,SuetCvBotMlCIELO V  ,ALGD/RAYA ,CIEL,CIELO,3,175.16,525.48,0.2,6,"1,990.44",853.02,42.9,945.94,47.5,13.1,1183,66.7,148,25,
