SKU,Description,Style/Color,Vendor,Vendor Description,OnHand Qty,OnHand Curr Cost,OnHand Value,OnHand Weeks,MTD Qty,MTD Sales,MTD Markdowns,MTD MD Pct,MTD Profit,MTD GP Pct,MTD Turns,MTD ROI Pct,MTD Sell Thru,Age_FirstRec,Age_LastRec,Comment
SOAP35BK       ,ZapTcMetGamuTOPMO U ,TCOR/NEGR ,TOPG,TOP GUY INTL,19,224.89,"4,272.91",0.8,7,"3,363.04",258.69,7.7,"1,789.57",53.2,3.7,425,26.9,318,9,
4110ABE        ,ZapPtMetSuedADDIC T ,PLAN/BEIG ,KHAN,HANG GUAN SH,234,88.91,"20,804.94",3.9,17,"3,287.93","2,595.60",78.9,"1,776.46",54,0.8,99,6.8,196,8,
PS12FW1        ,ZapDepAm1LonTOPMO V ,PLAN/FLOR ,TOPG,TOP GUY INTL,10,129.92,"1,299.20",0.2,13,"3,460.93","1,038.24",30,"1,771.97",51.2,9.5,992,56.5,79,9,
0960A4CF       ,ZapPtMetPuADDIC T   ,PLAN/CAFE ,KHAN,HANG GUAN SH,68,123.02,"8,365.36",1.8,11,"3,114.83",692.16,22.2,"1,761.61",56.6,1.8,234,13.9,196,42,
ALAMEDA1BK     ,ZapPtMetCharDBDK U  ,PLAN/NEGR ,ELEG,ELEGAN FOOT,15,205.07,"3,076.05",0.6,7,"3,193.45",245.65,7.7,"1,757.96",55,4.5,556,31.8,203,34,
2015A10BK      ,ZapPtMetLonaADDIC V ,PLAN/NEGR ,KHAN,HANG GUAN SH,185,113.75,"21,043.75",4.4,12,"3,114.84","1,038.24",33.3,"1,749.84",56.2,0.8,97,6.1,71,3,
XY7240K5BK     ,ZapPtMetPuCAMIL V   ,PLAN/NEGR ,KTIN,TINA DA,20,140.97,"2,819.40",0.5,12,"3,437.01","1,415.19",41.2,"1,745.37",50.8,5.5,571,37.5,69,7,
B6BE           ,SandPtDedHuleBUGS V ,PLAN/BEIG ,KSWE,SWEETY SHOES,60,75.29,"4,517.40",1.9,9,"2,422.65",692.16,28.6,"1,745.04",72,1.7,435,13,76,9,
TRENDY34TN     ,ZapTcMetPuDELIC V   ,TCOR/TAN  ,FORL,FOREVER LINK,134,196.99,"26,396.66",5.5,7,"3,120.00",520,16.7,"1,741.07",55.8,0.6,77,5,103,11,
B033BE         ,ZapPtMetSuedADDIC T ,PLAN/BEIG ,KHAN,HANG GUAN SH,298,122.14,"36,397.72",5,17,"3,807.05","2,076.48",54.5,"1,730.67",45.5,0.7,55,5.4,197,2,
04131BE        ,ZapTmMetCharCAMIL V ,TMED/BEIG ,KTIN,TINA DA,71,144.57,"10,264.47",2.3,9,"3,031.28",866.08,28.6,"1,730.15",57.1,1.4,190,11.3,78,14,
SCAN45CML      ,BotiTmMetGamuTOPMO U,TMED/CAME ,TOPG,TOP GUY INTL,28,145.52,"4,074.56",1.3,6,"2,600.00",520,20,"1,726.88",66.4,2.3,452,17.6,127,9,
CHASE76CGGT    ,ZapTaMetEscPuDELIC V,TALT/ESCA ,FORL,FOREVER LINK,186,168.85,"31,406.10",10.6,5,"2,586.95",0,0,"1,711.27",66.2,0.3,62,2.6,255,8,
H51201BK       ,ZapPtMetSuedNINIS T ,PLAN/NEGR ,KMIS,mini shoes,40,118.26,"4,730.40",0.4,28,"5,018.44","4,672.08",93.1,"1,707.16",34,6.2,321,41.2,196,12,
1185KRD        ,ZapTcMetCharCAMIL V ,CORR/ROJO ,KTIN,TINA DA,23,154.72,"3,558.56",0.7,10,"3,247.80","1,082.60",33.3,"1,700.60",52.4,4.3,471,30.3,73,35,
96181ANV       ,ZapTcMetCharCAMIL V ,PLAN/AZUL ,KTIN,TINA DA,22,159.31,"3,504.82",0.9,7,"2,814.76",216.52,7.7,"1,699.59",60.4,3.3,502,24.1,70,12,
IRENESBKBURLAP ,ZapPtMetMezSODA V   ,PLAN/NEGR ,FORD,FORTUNE DINA,196,160.01,"31,361.96",3.7,15,"4,043.55","2,021.70",50,"1,686.92",41.7,0.9,63,7.1,130,3,
8809915SL      ,ZapTaMetPuTOOTA V   ,TALT/SILV ,KXIE,xie zhen mei,65,212.48,"13,811.20",3.7,5,"2,735.24",303.91,11.1,"1,672.84",61.2,0.9,140,7.1,76,8,
LEGEND3BE      ,SandTcMetPuTOPMO U  ,TCOR/DISE ,TOPG,TOP GUY INTL,53,132.29,"7,011.37",2.2,7,"2,598.24",433.04,16.7,"1,672.21",64.4,1.5,268,11.7,127,7,
PATRICIA02BK   ,ZapTcMetGamuFOREV V ,TCOR/NEGR ,FORL,FOREVER LINK,44,168.85,"7,429.40",1.6,8,"3,013.02",430.42,14.3,"1,669.35",55.4,2,248,15.4,230,7,
D514BL         ,ZapPtMetLonBUGS T   ,PLAN/AZUL ,KJUN,JUN DA SHOES,104,108.53,"11,287.12",2,15,"3,287.91","1,903.44",57.9,"1,659.96",50.5,1.6,165,12.6,197,14,
XY7240K1BE     ,ZapPtMetPuCAMIL V   ,PLAN/BEIG ,KTIN,TINA DA,66,143.26,"9,455.16",1.7,11,"3,234.83","1,213.02",37.5,"1,658.97",51.3,1.8,194,14.3,72,11,
ES59983GY      ,ZapPtMetTexPuTOOTA V,PU/GRIS   ,KERI,Erin Shoes,140,121.51,"17,011.40",3.3,12,"3,114.84","1,038.24",33.3,"1,656.72",53.2,1,112,7.9,78,3,
DRAGONN6BN     ,ZapTcAm5GamuDBDK V  ,TCOR/CAFE ,ELEG,ELEGAN FOOT,110,296.43,"32,607.30",6.3,5,"3,122.60",346.95,11.1,"1,640.45",52.5,0.5,59,4.3,61,17,
KERRY36GD      ,SandPtDedPuFOREV V  ,PLAN/DORA ,FORL,FOREVER LINK,102,98.49,"10,045.98",3.6,8,"2,422.64",346.08,14.3,"1,634.72",67.5,0.9,188,7.3,105,34,
TUNAS74BKNB    ,SandTcMetGamuFOREV V,TCOR/NEGR ,FORL,FOREVER LINK,36,168.85,"6,078.60",1.5,7,"2,814.76",216.52,7.7,"1,632.81",58,2.1,294,16.3,105,9,
118A4CML       ,ZapPtMetGamuCAMIL V ,PLAN/NEGR ,KTIN,TINA DA,137,127.22,"17,429.14",4.9,8,"2,647.82",378.26,14.3,"1,630.06",61.6,0.7,109,5.5,72,6,
650133DKSL     ,ZapPtMetGltPuTOOTA V,PU/SILV   ,KERI,Erin Shoes,140,125.5,"17,570.00",2.5,16,"3,634.00","1,903.44",52.4,"1,626.00",44.7,1.3,105,10.3,78,2,
TIEHSL         ,ZapTmMetEscDELIC V  ,TMED/ESCA ,FORD,FORTUNE DINA,51,259.84,"13,251.84",3.6,4,"2,660.88",0,0,"1,619.64",60.9,0.9,141,7.3,871,9,
6892BK         ,ZapTaMetCharTOOTA X ,TALT/NEGR ,KXIE,xie zhen mei,30,216.95,"6,508.50",1.1,8,"3,338.28","1,517.40",45.5,"1,602.68",48,2.8,261,21.1,76,10,
31653CML       ,SandTcMetPuKISSE T  ,TCOR/CAME ,KFUL,Fu Liu Hua S,104,209.41,"21,778.64",2.7,11,"3,900.00","1,820.00",46.7,"1,596.49",40.9,1.2,82,9.6,196,24,
6063CML        ,ZapTbAm4PuTOOTA T   ,PLAN/CAME ,KXIE,xie zhen mei,40,160.88,"6,435.20",0.9,13,"3,680.84","1,948.68",52.9,"1,589.40",43.2,3.3,252,24.5,187,12,
60618BBK       ,ZapPtAm4CosPuTOOTA T,PLAN/NEGR ,KXIE,xie zhen mei,85,144.62,"12,292.70",1.5,16,"3,897.36","3,031.28",77.8,"1,583.44",40.6,2.1,141,15.8,197,2,
7811GD         ,ZapPtMetPuADDIC T   ,PLAN/GOLD ,KHAN,HANG GUAN SH,45,128.71,"5,791.95",1.4,9,"2,741.31","1,054.35",38.5,"1,582.92",57.7,2.2,298,16.7,187,7,
7811SL         ,ZapPtMetPuADDIC T   ,PLAN/SILV ,KHAN,HANG GUAN SH,50,128.71,"6,435.50",1.6,9,"2,741.31","1,054.35",38.5,"1,582.92",57.7,2,271,15.3,187,7,
579CBK         ,ZapTaMetCharTOOTA V ,TALT/NEGR ,KXIE,xie zhen mei,39,212.48,"8,286.72",2.8,4,"2,427.84",0,0,"1,577.92",65,1.2,217,9.3,76,35,
BIGEYESRDCT    ,ZapDpPtAm4LonaSODA U,PLAN/ROJO ,FORD,FORTUNE DINA,45,130.96,"5,893.20",1.6,8,"2,628.29",606.51,23.1,"1,574.92",59.9,2,293,15.1,204,8,
217916596BK    ,ZapPtMetCoPuCAMIL T ,PLAN/NEGR ,KTIA,guangzhou Ti,14,145.66,"2,039.24",0.4,10,"3,031.28","1,299.12",42.9,"1,574.68",51.9,6.3,683,41.7,196,35,
TAIL71BK       ,BotiTbZipSuedTOPMO V,TBAJ/NEGR ,TOPG,TOP GUY INTL,43,300.87,"12,937.41",3.1,4,"2,775.64",0,0,"1,572.16",56.6,1.1,139,8.5,79,7,
D4243ABL       ,ZapPtMetSuePuADDIC T,PLAN/BLUE ,KHAN,HANG GUAN SH,18,85.77,"1,543.86",0.4,14,"2,768.78","2,076.48",75,"1,568.00",56.6,6.7,878,43.8,197,34,
MANGO25CG      ,ZapTaMetEscTOPMO V  ,TALT/ESCA ,TOPG,TOP GUY INTL,30,273.52,"8,205.60",2.1,4,"2,660.88",0,0,"1,566.80",58.9,1.5,215,11.8,79,7,
CHELSEY01TN    ,SandTcHebPuBRECK V  ,PLAN/TAN  ,OPPO,OPPO ORIGINA,4,200.37,801.48,0.1,9,"3,363.06","1,293.45",38.5,"1,559.73",46.4,12.7,1099,69.2,65,14,
BIOSBNPU       ,BotPtMetPuSODA  V   ,PLAN/CAFE ,FORD,FORTUNE DINA,8,371.36,"2,970.88",0.6,4,"3,037.41",433.91,14.3,"1,551.97",51.1,4.8,501,33.3,67,35,
1404SL         ,ZapPtMetPuADDIC V   ,PU/ESCA   ,KHAN,HANG GUAN SH,239,121.92,"29,138.88",6.8,10,"2,768.64",692.16,25,"1,549.44",56,0.5,62,4,50,2,
96181AGD       ,ZapTcMetCharCAMIL V ,PLAN/DORA ,KTIN,TINA DA,91,159.31,"14,497.21",3.3,8,"2,814.76",649.56,23.1,"1,540.28",54.7,1,122,8.1,70,24,
EPACKSBKISU    ,BotiTcMetSuedSODA V ,TCOR/NEGR ,FORD,FORTUNE DINA,62,347.37,"21,536.94",5.9,3,"2,580.00",0,0,"1,537.89",59.6,0.6,84,4.6,80,36,
ROSEMARY86SLGLT,ZapTcMetHuleFOREV V ,TCOR/ESCA ,FORL,FOREVER LINK,116,98.49,"11,424.84",5.5,6,"2,128.28",193.48,9.1,"1,537.34",72.2,0.6,157,4.9,104,9,
SHAILENE90BK   ,SandTcMetHuleFOREV V,TCOR/NEGR ,FORL,FOREVER LINK,214,98.49,"21,076.86",10.2,6,"2,128.28",193.48,9.1,"1,537.34",72.2,0.3,86,2.7,103,14,
SHAILENE90SKGLT,SandTcMetHuleFOREV V,TCOR/ESCA ,FORL,FOREVER LINK,191,98.49,"18,811.59",5.5,10,"2,515.24","1,354.36",53.8,"1,530.34",60.8,0.6,95,5,103,8,
B02A1BK        ,ZapPtMetBordBUGS T  ,PLAN/NEGR ,KTIA,guangzhou Ti,29,123.02,"3,567.58",0.4,20,"3,980.12","2,941.68",73.9,"1,519.72",38.2,6.2,380,40.8,196,9,
MYRA03SL       ,ZapTaMetGlitBELLA V ,TALT/PIED ,SPRI,Springland I,23,267.17,"6,144.91",1.1,6,"3,110.85","1,036.95",33.3,"1,507.83",48.5,2.8,260,20.7,67,11,
B9PK           ,ZapPtMetHuleBUGS V  ,PLAN/ROSA ,KSWE,SWEETY SHOES,20,84.21,"1,684.20",0.4,16,"2,850.48","1,295.60",45.5,"1,503.12",52.7,6.9,765,44.4,76,10,
ALICE37RD      ,ZapPtMetGamuBRECK V ,PLAN/ROJO ,OPPO,OPPO ORIGINA,9,120.22,"1,081.98",0.2,12,"2,941.80","1,211.28",41.2,"1,499.16",51,9.6,998,57.1,66,35,
201580BE       ,ZapPtMetPuADDIC V   ,PLAN/BEIG ,KHAN,HANG GUAN SH,243,122.92,"29,869.56",11.6,6,"2,223.93",202.17,9.1,"1,486.41",66.8,0.3,59,2.4,70,6,
74BK           ,ZapDepAm4LonBUGS X  ,LONA/FLOR ,KCAR,CARNATO,16,94.76,"1,516.16",0.3,16,"3,000.00","1,800.00",60,"1,483.84",49.5,8.5,835,50,78,9,
1404BK         ,ZapPtMetPuADDIC V   ,PU/ESCA   ,KHAN,HANG GUAN SH,235,121.92,"28,651.20",5.6,12,"2,941.68","1,211.28",41.2,"1,478.64",50.3,0.6,60,4.9,50,3,
8112LBE        ,ZapPtMetPuADDIC T   ,PLAN/BEIG ,KHAN,HANG GUAN SH,324,113.79,"36,867.96",8.4,11,"2,727.03","1,558.24",57.1,"1,475.34",54.1,0.4,47,3.3,196,8,
H039BL         ,BotiTcAm3GamuADDIC V,TCOR/AZUL ,KHAN,HANG GUAN SH,32,149.12,"4,771.84",1.5,6,"2,369.56",473.9,20,"1,474.84",62.2,2.1,339,15.8,78,6,
GARYHWNIMSU    ,ZapPtMetSuedCITY V  ,PLAN/WINE ,FORD,FORTUNE DINA,74,205.14,"15,180.36",3.5,6,"2,702.15",245.65,9.1,"1,471.31",54.4,0.9,112,7.5,80,17,
1381WHT        ,ZapDepMetLonBUGS V  ,LONA/ANIM ,KCAR,CARNATO,3,90.21,270.63,0.1,17,"3,000.00","2,100.00",70,"1,466.43",48.9,17.7,1696,85,78,38,
B0921ACML      ,ZapPtMetGamuADDIC V ,PLAN/CAME ,KHAN,HANG GUAN SH,183,113.75,"20,816.25",4,13,"2,941.81","1,557.36",52.9,"1,463.06",49.7,0.8,81,6.6,71,12,
XY888910BK     ,ZapPtMetPuCAMIL T   ,PLAN/NEGR ,KTIA,guangzhou Ti,13,127.49,"1,657.37",0.4,10,"2,727.02","1,168.68",42.9,"1,452.12",53.2,6.7,759,43.5,196,16,
11306BBE       ,ZapPtMetPuKISSE T   ,PLAN/BEIG ,KFUL,Fu Liu Hua S,15,158.22,"2,373.30",0.4,10,"3,031.28","1,299.12",42.9,"1,449.08",47.8,6,550,40,197,11,
LYNDA29BLKNUB  ,SandPtMetLonaBAMBO U,PLAN/NEGR ,JPOR,J.P ORIGINAL,10,198.43,"1,984.30",0.4,8,"3,031.28",433.04,14.3,"1,443.84",47.6,6.9,624,44.4,127,34,
STEPHYHBKLM    ,ZapTaMetSuedMYDEL V ,TALT/NEGR ,FORD,FORTUNE DINA,36,273.84,"9,858.24",1.3,8,"3,626.12","1,208.68",33.3,"1,435.40",39.6,2.4,157,18.2,793,35,
11309CML       ,ZapPtMetPuKISSE T   ,PLAN/CAME ,KFUL,Fu Liu Hua S,8,163.84,"1,310.72",0.1,19,"4,546.92","3,680.84",81,"1,433.96",31.5,13,600,70.4,196,11,
198A8SL        ,ZapTbFiMetGliTOOTA V,TBAJ/PIED ,KXIE,xie zhen mei,44,159.22,"7,005.68",3.1,4,"2,069.56",0,0,"1,432.68",69.2,1,235,8.3,76,9,
B01A5NV        ,ZapPtMetFlorBUGS T  ,PLAN/AZUL ,KTIA,guangzhou Ti,45,123.02,"5,535.90",0.7,18,"3,634.02","2,595.60",71.4,"1,419.66",39.1,4,256,28.6,196,7,
TRENDY29TPNB   ,ZapTcMetGamuDELIC V ,TCOR/TAUP ,FORL,FOREVER LINK,63,196.99,"12,410.37",3,6,"2,600.00",520,20,"1,418.06",54.5,1.1,131,8.7,104,24,
D4243BSL       ,ZapPtMetGlittADDIC T,PLAN/SILV ,KHAN,HANG GUAN SH,12,85.77,"1,029.24",0.2,14,"2,595.74","2,249.52",86.7,"1,394.96",53.7,8.8,1027,53.8,197,7,
PATRICIA01TN   ,BotiTcAm2GamuFOREV V,TCOR/TAN  ,FORL,FOREVER LINK,25,168.85,"4,221.25",1.8,4,"2,069.56",0,0,"1,394.16",67.4,1.8,367,13.8,103,9,
D4243BBK       ,ZapPtMetGlittADDIC T,PLAN/NEGR ,KHAN,HANG GUAN SH,5,85.77,428.85,0.1,10,"2,249.62","1,211.28",53.8,"1,391.92",61.9,12,1947,66.7,197,9,
8287CBE        ,ZapTmMetCharCAMIL V ,TMED/BEIG ,KTIN,TINA DA,219,150.14,"32,880.66",5.7,11,"3,032.66","1,415.19",46.7,"1,381.12",45.5,0.6,50,4.8,73,9,
LYNDA35BLUDNM  ,ZapPtAm5JeanBAMBO U ,PLAN/AZUL ,JPOR,J.P ORIGINAL,34,205.04,"6,971.36",1.4,7,"2,814.76",216.52,7.7,"1,379.48",49,2.2,215,17.1,127,44,
PEGGY51BK      ,ZapTcAm8GamuFOREV U ,PLAN/NEGR ,FORL,FOREVER LINK,30,259.76,"7,792.80",2.1,4,"2,417.40",0,0,"1,378.46",57,1.5,199,11.8,470,7,
60618BN        ,ZapPtAm4CosPuTOOTA T,PLAN/CAFE ,KXIE,xie zhen mei,46,144.62,"6,652.52",1.3,10,"2,820.45","1,518.65",53.8,"1,374.25",48.7,2.4,224,17.9,473,12,
HENLEYHBKNBP   ,ZapTaHebGamuDELIC V ,TALT/NEGR ,FORD,FORTUNE DINA,24,264.49,"6,347.76",1.7,4,"2,428.69",346.95,14.3,"1,370.73",56.4,1.8,239,14.3,67,34,
TUNAS74TNPU    ,SandTcMetPuFOREV V  ,TCOR/TAN  ,FORL,FOREVER LINK,149,168.85,"25,158.65",7.1,6,"2,381.72",216.52,9.1,"1,368.62",57.5,0.5,64,3.9,105,17,
889CBK         ,ZapPtMetHulBUGS V   ,PLAN/NEGR ,KSWE,SWEETY SHOES,167,97.9,"16,349.30",4,12,"2,539.16","1,269.52",50,"1,364.36",53.7,0.8,96,6.7,61,2,
LAMPSBKNBP     ,ZapTaHebGamuDELIC V ,TALT/NEGR ,FORD,FORTUNE DINA,30,265.83,"7,974.90",2.1,4,"2,419.55",345.65,14.3,"1,356.23",56.1,1.6,201,11.8,67,16,
HIGH25SL       ,ZapTaMetPiePuDELIC V,TALT/SILV ,FORL,FOREVER LINK,97,98.49,"9,553.53",6.9,4,"1,732.16",0,0,"1,338.20",77.3,0.5,165,4,105,23,
CHASE66TNPU    ,ZapTaMetHebPuDELIC V,TALT/TAN  ,FORL,FOREVER LINK,70,168.85,"11,819.50",4,5,"2,165.20",0,0,"1,320.95",61,0.8,129,6.7,105,5,
CHASE66TPPT    ,ZapTaMetCharDELIC V ,TALT/TAUP ,FORL,FOREVER LINK,64,168.85,"10,806.40",3.7,5,"2,165.20",0,0,"1,320.95",61,0.9,141,7.2,105,39,
M8338BL        ,ZapPtMetSuedADDIC T ,PLAN/AZUL ,KHAN,HANG GUAN SH,10,109.32,"1,093.20",0.2,18,"3,287.94","2,941.68",89.5,"1,320.18",40.2,11.4,763,64.3,196,34,
SPRING27TN     ,ZapPtMetSuedTOPMO V ,PLAN/TAN  ,TOPG,TOP GUY INTL,7,170.95,"1,196.65",0.4,5,"2,165.20",0,0,"1,310.45",60.5,6.3,968,41.7,79,11,
201512BE       ,ZapPtMetCharADDIC V ,PLAN/BEIG ,KHAN,HANG GUAN SH,230,121.92,"28,041.60",5.5,12,"2,768.64","1,384.32",50,"1,305.60",47.2,0.6,54,5,50,3,
D514BN         ,ZapPtMetLonBUGS T   ,PLAN/CAFE ,KJUN,JUN DA SHOES,32,108.53,"3,472.96",0.8,12,"2,595.72","1,557.36",60,"1,293.36",49.8,3.8,376,27.3,197,7,
H51201BN       ,ZapPtMetSuedNINIS T ,PLAN/CAFE ,KMIS,mini shoes,49,118.26,"5,794.74",1,14,"2,941.82","1,903.44",64.7,"1,286.18",43.7,3,233,22.2,196,9,
217916596NV    ,ZapPtMetCoPuCAMIL T ,PLAN/AZUL ,KTIA,guangzhou Ti,8,145.66,"1,165.28",0.2,12,"3,031.28","2,165.20",71.4,"1,283.36",42.3,10.3,755,60,196,12,
B092BE         ,ZapPtMetGamuADDIT V ,PLAN/BEIG ,KHAN,HANG GUAN SH,252,113.75,"28,665.00",10.3,7,"2,076.55",346.08,16.7,"1,280.30",61.7,0.3,53,2.7,70,13,
PEN3BE         ,SandTaMetSuedTOPMO V,TALT/BEIG ,TOPG,TOP GUY INTL,22,287.19,"6,318.18",1.6,4,"2,427.84",0,0,"1,279.08",52.7,2,223,15.4,79,12,
H673BL         ,ZapPtMetPuADDIC T   ,PLAN/AZUL ,KHAN,HANG GUAN SH,125,111.55,"13,943.75",2.4,15,"2,941.83","2,249.52",76.5,"1,268.58",43.1,1.4,103,10.7,196,8,
LOWA01TAUFS    ,ZapTcMetGamuBAMBO U ,TCOR/TAUP ,JPOR,J.P ORIGINAL,17,231.5,"3,935.50",0.6,8,"3,120.00","1,040.00",33.3,"1,268.00",40.6,4.6,313,32,127,34,
G201531PLBE    ,ZapTcMetLisPuNINI V ,TCOR/BEIG ,KMIS,mini shoes,232,147.97,"34,329.04",11.1,6,"2,152.16",430.42,20,"1,264.34",58.7,0.3,44,2.5,53,8,
1381BL         ,ZapDepMetLonBUGS V  ,LONA/ANIM ,KCAR,CARNATO,2,90.21,180.42,0.1,11,"2,250.00","1,050.00",46.7,"1,257.69",55.9,17.6,2231,84.6,78,11,
H675NV         ,ZapPtMetSuedADDIC T ,PLAN/AZUL ,KHAN,HANG GUAN SH,15,111.55,"1,673.25",0.4,12,"2,595.72","1,557.36",60,"1,257.12",48.4,6.9,644,44.4,196,9,
880998KH       ,ZapTaMetCharTOOTA V ,TALT/KAKI ,KXIE,xie zhen mei,84,216.95,"18,223.80",6,4,"2,124.36",303.48,14.3,"1,256.56",59.2,0.6,81,4.5,76,17,
880998RD       ,ZapTaMetCharTOOTA V ,TALT/ROJO ,KXIE,xie zhen mei,60,216.95,"13,017.00",4.3,4,"2,124.36",303.48,14.3,"1,256.56",59.2,0.8,112,6.3,76,17,
JOVIAL01BLKPVC ,ZapTcMetHuleBAMBO U ,TCOR/NEGR ,JPOR,J.P ORIGINAL,11,232.83,"2,561.13",0.6,5,"2,417.41",604.34,25,"1,252.93",51.8,4.4,478,31.3,318,35,
1185KBE        ,ZapTcMetCharCAMIL V ,CORR/BEIG ,KTIN,TINA DA,160,154.72,"24,755.20",7.6,6,"2,165.20",433.04,20,"1,236.88",57.1,0.4,59,3.6,73,17,
MANJIHTNNB     ,ZapTcMetNubuSPEED V ,TCOR/TAN  ,FORD,FORTUNE DINA,10,341.2,"3,412.00",1,3,"2,256.51",0,0,"1,232.91",54.6,3.1,377,23.1,46,34,
CINDYSBGPT     ,ZapTaMetCharDELIC V ,TALT/BURG ,FORD,FORTUNE DINA,5,217.45,"1,087.25",0.3,5,"2,313.04",578.26,25,"1,225.79",53,8,902,50,80,11,
GARYHCHEETTN   ,ZapPtMetSuedCITY V  ,PLAN/ANIM ,FORD,FORTUNE DINA,72,205.14,"14,770.08",3.4,6,"2,456.50",491.3,20,"1,225.66",49.9,1,96,7.7,80,5,
RIO14ND        ,SandTcMetPuPAZZL V  ,TCOR/NUDE ,SPRI,Springland I,6,214.11,"1,284.66",0.4,4,"2,080.00",0,0,"1,223.56",58.8,6,857,40,79,35,
900119BE       ,ZapPtMetPuKISSE T   ,PLAN/BEIG ,KFUL,Fu Liu Hua S,6,163.84,983.04,0.1,15,"3,680.84","2,814.76",76.5,"1,223.24",33.2,13.3,664,71.4,196,9,
C1269BKP       ,ZapPtMetCharLASON U ,PLAN/NEGR ,LASO,LASONIA,38,157.22,"5,974.36",1.8,6,"2,165.20",433.04,20,"1,221.88",56.4,1.8,227,13.6,204,5,
KERRY36SL      ,SandPtDedPuFOREV V  ,PLAN/SILV ,FORL,FOREVER LINK,93,98.49,"9,159.57",3.8,7,"1,903.51",519.12,27.3,"1,214.08",63.8,0.9,153,7,105,12,
8988214BK      ,SandTmMetPuKISSE T  ,TMED/NEGR ,KFUL,Fu Liu Hua S,83,202.7,"16,824.10",2,12,"3,640.00","2,600.00",71.4,"1,207.60",33.2,1.6,80,12.6,196,35,
ZARABK         ,ZapPtMetCharPAZZL V ,PLAN/NEGR ,SPRI,Springland I,12,215.58,"2,586.96",0.9,4,"2,069.56",0,0,"1,207.24",58.3,3.4,480,25,60,39,
SINOME54TPNB   ,SandTcMetGamuFOREV V,TCOR/TAUP ,FORL,FOREVER LINK,92,168.85,"15,534.20",3.8,7,"2,381.72",649.56,27.3,"1,199.77",50.4,0.9,89,7.1,104,9,
889CND         ,ZapPtMetHulBUGS V   ,PLAN/NUDE ,KSWE,SWEETY SHOES,143,97.9,"13,999.70",2.4,17,"2,856.59","2,539.04",88.9,"1,192.29",41.7,1.4,97,10.6,61,5,
579BBE         ,ZapTaCorMetPuTOOTA V,TALT/BEIG ,KXIE,xie zhen mei,20,212.48,"4,249.60",1.9,3,"1,823.49",0,0,"1,186.05",65,1.7,312,13,76,11,
TAIL71KH       ,BotiTbZipSuedTOPMO V,TBAJ/KAKI ,TOPG,TOP GUY INTL,55,300.87,"16,547.85",5.2,3,"2,081.73",0,0,"1,179.12",56.6,0.6,84,5.2,79,7,
006D01SL       ,ZapDepMetSuedMARIL V,PLAN/SILV ,KSWE,SWEETY SHOES,4,213.76,855.04,0.4,3,"1,813.05",0,0,"1,171.77",64.6,6.5,1196,42.9,61,11,
880998BK       ,ZapTaMetCharTOOTA V ,TALT/NEGR ,KXIE,xie zhen mei,93,216.95,"20,176.35",8.9,3,"1,820.88",0,0,"1,170.03",64.3,0.4,68,3.1,76,24,
LYNDA35CHNCRP  ,ZapPtAm5JeanBAMBO U ,PLAN/CHES ,JPOR,J.P ORIGINAL,23,205.04,"4,715.92",0.9,7,"2,598.24",433.04,16.7,"1,162.96",44.8,3.2,257,23.3,127,12,
BIOSCGPU       ,BotPtMetPuSODA V    ,PLAN/COGN ,FORD,FORTUNE DINA,20,374.57,"7,491.40",2.9,2,"1,909.56",0,0,"1,160.42",60.8,1.1,177,9.1,61,3,
2179GKH        ,ZapPtMetCoPuCAMIL T ,PLAN/KAKI ,KTIA,guangzhou Ti,10,145.66,"1,456.60",0.2,13,"3,037.43","2,603.40",85.7,"1,144.20",37.7,9.5,571,56.5,504,9,
78131BGD       ,ZapPtMetPuADDIC T   ,PLAN/GOLD ,KHAN,HANG GUAN SH,6,126.58,759.48,0.3,6,"1,897.83",632.61,33.3,"1,138.35",60,8,1199,50,197,42,
CLOSET17BK     ,SandTcMetPuTOPMO U  ,TCOR/NEGR ,TOPG,TOP GUY INTL,57,171.97,"9,802.29",4.1,4,"1,820.00",260,14.3,"1,132.12",62.2,0.8,134,6.6,127,7,
99EBK          ,SandPtMetHulBUGS V  ,PLAN/NEGR ,KSWE,SWEETY SHOES,106,93.41,"9,901.46",3,10,"2,063.07","1,110.83",53.8,"1,128.97",54.7,1.1,131,8.6,61,21,
L001BE         ,ZapTcMetPuADDIC T   ,TCOR/BEIG ,KHAN,HANG GUAN SH,41,127.49,"5,227.09",1.5,8,"2,142.66",973.9,45.5,"1,122.74",52.4,2.1,235,16.3,196,12,
XY888910SL     ,ZapPtMetPuCAMIL T   ,PLAN/SILV ,KTIA,guangzhou Ti,66,127.49,"8,414.34",2.4,8,"2,142.66",973.9,45.5,"1,122.74",52.4,1.4,151,10.8,196,7,
ES0035ASL      ,ZapPtMetCorPuTOOTA V,PU/SILV   ,KERI,Erin Shoes,229,125.5,"28,739.50",7.3,9,"2,249.61",865.2,38.5,"1,120.11",49.8,0.5,46,3.8,78,2,
179CML         ,ZapTcMetSuePuADDIC T,TCOR/CAME ,KHAN,HANG GUAN SH,143,156.37,"22,360.91",5.1,8,"2,367.39","1,076.05",45.5,"1,116.43",47.2,0.7,58,5.3,187,14,
179GN          ,ZapTcMetSuePuADDIC T,TCOR/VERD ,KHAN,HANG GUAN SH,65,156.37,"10,164.05",2.3,8,"2,367.39","1,076.05",45.5,"1,116.43",47.2,1.4,124,11,187,24,
